gene	n_bins	sum_x1_ESC	sum_x2_NPC	ratio_x2_over_x1
Pdp2	3	12	13	1.0833333333333333
Pdpk1	3	9	11	1.2222222222222223
Pdpn	3	1	2	2.0
Pdpr	3	18	18	1.0
Pdrg1	3	10	33	3.3
Pds5a	3	5	4	0.8
Pds5b	3	5	12	2.4
Pdss1	3	7	7	1.0
Pdss2	3	9	8	0.8888888888888888
Pdx1	3	9	17	1.8888888888888888
Pdxdc1	3	2	9	4.5
Pdxk	3	4	4	1.0
Pdxk-ps	3	31	10	0.3225806451612903
Pdxp	3	10	15	1.5
Pdyn	3	10	17	1.7
Pdzd11	3	7	3	0.42857142857142855
Pdzd2	3	15	13	0.8666666666666667
Pdzd3	3	7	6	0.8571428571428571
Pdzd4	3	0	0	NA
Pdzd7	3	46	10	0.21739130434782608
Pdzd8	3	11	9	0.8181818181818182
Pdzd9	3	5	1	0.2
Pdzk1	1	4	5	1.25
Pdzk1ip1	3	0	6	NA
Pdzph1	3	5	15	3.0
Pdzrn3	3	20	23	1.15
Pdzrn4	3	46	8	0.17391304347826086
Pea15a	3	19	11	0.5789473684210527
Peak1	3	6	6	1.0
Pear1	3	12	13	1.0833333333333333
Pebp1	3	12	10	0.8333333333333334
Pebp4	3	5	12	2.4
Pecam1	3	14	9	0.6428571428571429
Pecr	3	9	8	0.8888888888888888
Pef1	3	31	13	0.41935483870967744
Peg10	1	11	6	0.5454545454545454
Peg12	3	4	6	1.5
Peg13	3	5	16	3.2
Peg3	3	1	0	0.0
Peg3os	3	1	20	20.0
Peli1	3	7	10	1.4285714285714286
Peli2	3	0	1	NA
Peli3	3	18	18	1.0
Pelo	3	6	10	1.6666666666666667
Pelp1	3	8	13	1.625
Pemt	3	10	5	0.5
Penk	3	121	62	0.512396694214876
Pepd	3	11	9	0.8181818181818182
Per1	3	19	10	0.5263157894736842
Per2	3	13	16	1.2307692307692308
Per3	3	10	15	1.5
Perm1	3	0	0	NA
Perp	3	20	11	0.55
Pes1	3	4	13	3.25
Pet100	1	4	1	0.25
Pet117	3	11	9	0.8181818181818182
Pex1	3	1	9	9.0
Pex10	3	8	6	0.75
Pex11a	3	0	1	NA
Pex11b	3	0	1	NA
Pex11g	3	8	9	1.125
Pex12	3	7	7	1.0
Pex13	1	1	5	5.0
Pex14	3	9	12	1.3333333333333333
Pex16	3	6	6	1.0
Pex19	3	18	22	1.2222222222222223
Pex2	3	9	18	2.0
Pex26	3	18	11	0.6111111111111112
Pex3	1	0	2	NA
Pex5	3	11	15	1.3636363636363635
Pex5l	3	6	3	0.5
Pex6	3	11	5	0.45454545454545453
Pex7	3	28	15	0.5357142857142857
Pf4	3	5	7	1.4
Pfas	3	3	8	2.6666666666666665
Pfdn1	3	15	15	1.0
Pfdn2	3	9	20	2.2222222222222223
Pfdn4	3	8	10	1.25
Pfdn5	3	5	8	1.6
Pfdn6	3	5	12	2.4
Pfkfb1	3	2	3	1.5
Pfkfb2	3	10	16	1.6
Pfkfb3	3	19	9	0.47368421052631576
Pfkfb4	3	0	0	NA
Pfkl	3	22	20	0.9090909090909091
Pfkm	3	6	5	0.8333333333333334
Pfkp	3	8	23	2.875
Pfn1	3	6	14	2.3333333333333335
Pfn2	3	6	7	1.1666666666666667
Pfn3	3	13	8	0.6153846153846154
Pfn4	1	0	1	NA
Pfpl	3	8	17	2.125
Pga5	3	45	16	0.35555555555555557
Pgam1	3	11	14	1.2727272727272727
Pgam2	3	7	13	1.8571428571428572
Pgam5	3	13	18	1.3846153846153846
Pgap1	3	0	2	NA
Pgap2	1	4	4	1.0
Pgap3	3	8	18	2.25
Pgbd1	1	2	3	1.5
Pgbd5	3	33	71	2.1515151515151514
Pgc	3	6	12	2.0
Pgd	3	26	14	0.5384615384615384
Pgf	3	17	9	0.5294117647058824
Pgghg	3	0	0	NA
Pggt1b	3	7	13	1.8571428571428572
Pgk1	3	2	1	0.5
Pgk2	3	21	21	1.0
Pgls	3	0	0	NA
Pglyrp1	3	0	0	NA
Pglyrp2	3	6	6	1.0
Pglyrp3	3	0	0	NA
Pglyrp4	3	3	5	1.6666666666666667
Pgm1	3	22	13	0.5909090909090909
Pgm2	3	6	14	2.3333333333333335
Pgm2l1	3	4	3	0.75
Pgm3	3	6	7	1.1666666666666667
Pgm5	3	13	13	1.0
Pgp	3	19	10	0.5263157894736842
Pgpep1	3	13	14	1.0769230769230769
Pgpep1l	3	12	9	0.75
Pgr	3	2	9	4.5
Pgr15l	3	2	3	1.5
Pgrmc1	3	1	0	0.0
Pgrmc2	3	3	9	3.0
Pgs1	3	13	13	1.0
Phactr1	3	8	15	1.875
Phactr2	3	3	8	2.6666666666666665
Phactr3	3	0	0	NA
Phactr4	3	3	4	1.3333333333333333
Phax	3	9	6	0.6666666666666666
Phb	3	10	9	0.9
Phb2	1	4	1	0.25
Phc1	3	17	12	0.7058823529411765
Phc2	3	11	7	0.6363636363636364
Phc3	3	0	1	NA
Pheta1	3	5	11	2.2
Pheta2	3	10	12	1.2
Phex	3	3	3	1.0
Phf1	3	33	9	0.2727272727272727
Phf10	3	22	6	0.2727272727272727
Phf11a	3	6	10	1.6666666666666667
Phf11b	3	38	12	0.3157894736842105
Phf11c	3	48	15	0.3125
Phf11d	3	8	11	1.375
Phf12	3	13	16	1.2307692307692308
Phf13	3	8	5	0.625
Phf14	1	2	7	3.5
Phf19	3	15	15	1.0
Phf2	3	7	8	1.1428571428571428
Phf20	3	12	6	0.5
Phf20l1	3	1	14	14.0
Phf21a	3	0	4	NA
Phf21b	3	52	20	0.38461538461538464
Phf23	3	9	9	1.0
Phf24	3	1	10	10.0
Phf3	3	0	2	NA
Phf5a	3	7	10	1.4285714285714286
Phf6	3	0	0	NA
Phf7	3	16	21	1.3125
Phf8	3	2	6	3.0
Phf8-ps	3	12	8	0.6666666666666666
Phgdh	3	9	16	1.7777777777777777
Phgr1	3	16	6	0.375
Phip	3	5	8	1.6
Phka1	3	9	1	0.1111111111111111
Phka2	3	2	6	3.0
Phkb	1	2	1	0.5
Phkg1	3	21	18	0.8571428571428571
Phkg2	3	5	13	2.6
Phlda1	3	26	17	0.6538461538461539
Phlda2	3	0	0	NA
Phlda3	3	22	17	0.7727272727272727
Phldb1	3	9	6	0.6666666666666666
Phldb2	3	9	15	1.6666666666666667
Phldb3	3	94	96	1.0212765957446808
Phlpp1	1	1	6	6.0
Phlpp2	3	16	12	0.75
Phospho1	1	3	7	2.3333333333333335
Phospho2	1	3	3	1.0
Phox2a	3	100	25	0.25
Phox2b	3	22	9	0.4090909090909091
Phpt1	3	47	18	0.3829787234042553
Phrf1	3	0	0	NA
Phtf1	3	17	10	0.5882352941176471
Phtf1os	1	0	0	NA
Phtf2	3	4	2	0.5
Phxr4	3	7	8	1.1428571428571428
Phyh	3	7	9	1.2857142857142858
Phyhd1	3	5	8	1.6
Phyhip	3	9	18	2.0
Phyhipl	3	0	0	NA
Phykpl	3	18	17	0.9444444444444444
Pi15	3	5	8	1.6
Pi16	3	6	15	2.5
Pi4k2a	3	3	6	2.0
Pi4k2b	3	5	6	1.2
Pi4ka	1	5	1	0.2
Pi4kb	3	9	4	0.4444444444444444
Pianp	3	2	4	2.0
Pias1	3	11	11	1.0
Pias2	3	5	2	0.4
Pias3	3	6	13	2.1666666666666665
Pias4	3	3	8	2.6666666666666665
Pibf1	3	8	10	1.25
Picalm	1	0	2	NA
Pick1	3	9	7	0.7777777777777778
Pid1	3	8	9	1.125
Pidd1	3	0	0	NA
Piezo1	3	25	17	0.68
Piezo2	3	8	10	1.25
Pif1	3	7	3	0.42857142857142855
Pifo	3	21	24	1.1428571428571428
Piga	3	0	5	NA
Pigb	3	7	9	1.2857142857142858
Pigbos1	1	2	2	1.0
Pigc	3	4	5	1.25
Pigf	3	12	12	1.0
Pigg	3	9	8	0.8888888888888888
Pigh	3	8	6	0.75
Pigk	3	2	9	4.5
Pigl	2	2	13	6.5
Pigm	3	14	20	1.4285714285714286
Pign	3	0	6	NA
Pigo	3	5	7	1.4
Pigp	1	7	6	0.8571428571428571
Pigq	3	25	14	0.56
Pigr	3	14	13	0.9285714285714286
Pigs	3	8	18	2.25
Pigt	3	4	11	2.75
Pigu	2	13	10	0.7692307692307693
Pigv	3	4	2	0.5
Pigw	1	3	2	0.6666666666666666
Pigx	3	9	9	1.0
Pigyl	3	4	3	0.75
Pigz	3	3	5	1.6666666666666667
Pih1d1	3	0	0	NA
Pih1d2	3	3	10	3.3333333333333335
Pih1d3	1	2	15	7.5
Pih1h3b	1	0	2	NA
Pik3ap1	3	3	2	0.6666666666666666
Pik3c2a	3	7	27	3.857142857142857
Pik3c2b	3	3	5	1.6666666666666667
Pik3c2g	3	4	11	2.75
Pik3c3	3	3	5	1.6666666666666667
Pik3ca	3	9	16	1.7777777777777777
Pik3cb	3	6	4	0.6666666666666666
Pik3cd	3	10	16	1.6
Pik3cg	3	7	10	1.4285714285714286
Pik3ip1	3	11	16	1.4545454545454546
Pik3r1	3	7	13	1.8571428571428572
Pik3r2	3	59	13	0.22033898305084745
Pik3r3	3	3	12	4.0
Pik3r4	3	17	6	0.35294117647058826
Pik3r5	3	34	17	0.5
Pik3r6	3	19	10	0.5263157894736842
Pikfyve	1	2	2	1.0
Pilra	3	0	0	NA
Pilrb1	3	0	1	NA
Pilrb2	3	4	10	2.5
Pim1	3	8	9	1.125
Pim2	3	3	6	2.0
Pim3	3	9	14	1.5555555555555556
Pimreg	3	41	9	0.21951219512195122
Pin1	3	3	13	4.333333333333333
Pin1rt1	3	7	4	0.5714285714285714
Pin4	3	2	0	0.0
Pinc	3	4	11	2.75
Pink1	3	22	29	1.3181818181818181
Pinlyp	3	9	6	0.6666666666666666
Pinx1	3	13	12	0.9230769230769231
Pip	3	0	1	NA
Pip4k2a	3	14	13	0.9285714285714286
Pip4k2b	3	5	6	1.2
Pip4k2c	3	9	9	1.0
Pip4p1	3	1	5	5.0
Pip4p2	3	5	13	2.6
Pip5k1a	3	9	6	0.6666666666666666
Pip5k1b	3	14	15	1.0714285714285714
Pip5k1c	2	3	3	1.0
Pip5kl1	3	18	3	0.16666666666666666
Pipox	3	2	16	8.0
Pir	3	0	16	NA
Pira1	3	8	9	1.125
Pira11	1	0	2	NA
Pira2	3	0	0	NA
Pira4	3	1	9	9.0
Pira6	1	0	2	NA
Pira7	1	0	2	NA
Pirb	3	13	10	0.7692307692307693
Pirt	3	2	9	4.5
Pisd	3	3	6	2.0
Pisd-ps1	3	0	4	NA
Pisd-ps2	3	1	3	3.0
Pisd-ps3	1	0	1	NA
Pithd1	3	5	7	1.4
Pitpna	3	10	8	0.8
Pitpnb	3	14	12	0.8571428571428571
Pitpnc1	3	2	5	2.5
Pitpnm1	3	41	6	0.14634146341463414
Pitpnm2	3	9	12	1.3333333333333333
Pitpnm2os1	3	3	5	1.6666666666666667
Pitpnm3	3	108	41	0.37962962962962965
Pitrm1	3	22	18	0.8181818181818182
Pitx1	3	28	22	0.7857142857142857
Pitx2	3	4	10	2.5
Pitx3	3	4	6	1.5
Piwil1	3	20	12	0.6
Piwil2	3	3	7	2.3333333333333335
Piwil4	3	5	6	1.2
Pja1	3	1	2	2.0
Pja2	3	12	6	0.5
Pjvk	3	5	12	2.4
Pkd1	3	9	20	2.2222222222222223
Pkd1l2	3	7	13	1.8571428571428572
Pkd1l3	3	14	12	0.8571428571428571
Pkd2	3	0	0	NA
Pkd2l1	3	3	6	2.0
Pkd2l2	3	2	11	5.5
Pkdcc	3	7	10	1.4285714285714286
Pkdrej	3	20	7	0.35
Pkhd1	3	11	11	1.0
Pkhd1l1	3	20	12	0.6
Pkia	3	4	7	1.75
Pkib	3	8	6	0.75
Pkig	3	0	0	NA
Pklr	3	6	9	1.5
Pkm	3	9	11	1.2222222222222223
Pkmyt1	3	7	6	0.8571428571428571
Pkn1	3	27	16	0.5925925925925926
Pkn2	3	5	15	3.0
Pkn3	3	7	10	1.4285714285714286
Pknox1	3	18	25	1.3888888888888888
Pknox2	3	6	11	1.8333333333333333
Pkp1	3	24	21	0.875
Pkp2	3	7	7	1.0
Pkp3	3	0	0	NA
Pkp4	1	3	0	0.0
Pla1a	3	2	4	2.0
Pla2g10	2	2	5	2.5
Pla2g10os	3	5	9	1.8
Pla2g12a	3	6	7	1.1666666666666667
Pla2g12b	3	7	9	1.2857142857142858
Pla2g15	3	7	11	1.5714285714285714
Pla2g1b	3	6	13	2.1666666666666665
Pla2g2a	3	10	14	1.4
Pla2g2c	3	12	10	0.8333333333333334
Pla2g2d	3	27	34	1.2592592592592593
Pla2g2e	3	10	7	0.7
Pla2g2f	3	17	26	1.5294117647058822
Pla2g3	3	27	12	0.4444444444444444
Pla2g4a	3	7	6	0.8571428571428571
Pla2g4b	3	18	13	0.7222222222222222
Pla2g4c	3	0	0	NA
Pla2g4d	3	2	7	3.5
Pla2g4e	3	5	6	1.2
Pla2g4f	3	3	4	1.3333333333333333
Pla2g5	3	12	12	1.0
Pla2g6	3	3	5	1.6666666666666667
Pla2g7	3	16	14	0.875
Pla2r1	3	0	0	NA
Plaa	3	16	2	0.125
Plaat1	3	3	13	4.333333333333333
Plaat3	3	8	11	1.375
Plaat5	3	10	16	1.6
Plac1	3	0	0	NA
Plac8	3	7	8	1.1428571428571428
Plac8l1	3	5	10	2.0
Plac9a	3	5	9	1.8
Plac9b	1	0	2	NA
Plag1	3	7	57	8.142857142857142
Plagl1	3	10	10	1.0
Plagl2	3	8	11	1.375
Plat	3	17	12	0.7058823529411765
Platr10	3	2	0	0.0
Platr14	3	6	7	1.1666666666666667
Platr20	3	4	15	3.75
Platr21	3	11	13	1.1818181818181819
Platr22	3	15	8	0.5333333333333333
Platr26	3	12	18	1.5
Platr30	3	13	17	1.3076923076923077
Platr4	3	17	23	1.3529411764705883
Platr5	3	6	11	1.8333333333333333
Platr7	3	9	10	1.1111111111111112
Platr8	3	7	18	2.5714285714285716
Platr9	3	8	14	1.75
Plau	3	2	2	1.0
Plaur	3	3	7	2.3333333333333335
Plb1	3	24	9	0.375
Plbd1	3	26	6	0.23076923076923078
Plbd2	3	56	24	0.42857142857142855
Plcb1	3	8	14	1.75
Plcb2	3	9	13	1.4444444444444444
Plcb3	3	9	23	2.5555555555555554
Plcb4	3	6	9	1.5
Plcd1	3	22	34	1.5454545454545454
Plcd3	3	9	11	1.2222222222222223
Plcd4	3	0	0	NA
Plce1	3	5	8	1.6
Plcg1	3	18	13	0.7222222222222222
Plcg2	3	74	14	0.1891891891891892
Plch1	3	6	10	1.6666666666666667
Plch2	3	6	6	1.0
Plcl1	3	6	9	1.5
Plcl2	3	8	8	1.0
Plcxd1	3	4	9	2.25
Plcxd2	3	10	11	1.1
Plcxd3	3	94	40	0.425531914893617
Plcz1	3	6	12	2.0
Pld1	3	9	12	1.3333333333333333
Pld2	3	15	8	0.5333333333333333
Pld3	3	77	40	0.5194805194805194
Pld4	3	0	4	NA
Pld5	3	7	25	3.5714285714285716
Pld6	3	13	8	0.6153846153846154
Pldi	3	21	18	0.8571428571428571
Plec	3	52	43	0.8269230769230769
Plek	3	12	17	1.4166666666666667
Plek2	3	10	8	0.8
Plekha1	3	13	18	1.3846153846153846
Plekha2	3	10	20	2.0
Plekha3	3	15	9	0.6
Plekha4	1	3	4	1.3333333333333333
Plekha5	3	11	6	0.5454545454545454
Plekha6	3	10	10	1.0
Plekha7	3	6	23	3.8333333333333335
Plekha8	3	7	12	1.7142857142857142
Plekhb1	3	2	6	3.0
Plekhb2	3	9	17	1.8888888888888888
Plekhd1	1	1	4	4.0
Plekhd1os	3	4	12	3.0
Plekhf1	3	1	0	0.0
Plekhf2	3	1	13	13.0
Plekhg1	3	30	11	0.36666666666666664
Plekhg2	3	8	16	2.0
Plekhg3	1	4	4	1.0
Plekhg4	3	8	8	1.0
Plekhg5	3	17	12	0.7058823529411765
Plekhg6	3	21	10	0.47619047619047616
Plekhh1	3	15	11	0.7333333333333333
Plekhh2	3	3	2	0.6666666666666666
Plekhh3	3	9	10	1.1111111111111112
Plekhj1	3	11	13	1.1818181818181819
Plekhm1	3	7	11	1.5714285714285714
Plekhm2	3	27	18	0.6666666666666666
Plekhm3	3	3	19	6.333333333333333
Plekhn1	3	0	0	NA
Plekho1	3	8	4	0.5
Plekho2	3	7	21	3.0
Plekhs1	3	11	19	1.7272727272727273
Plet1	3	16	16	1.0
Plet1os	3	65	18	0.27692307692307694
Plg	3	4	10	2.5
Plgrkt	3	11	12	1.0909090909090908
Plin1	3	2	6	3.0
Plin2	3	6	6	1.0
Plin3	3	16	11	0.6875
Plin4	3	12	18	1.5
Plin5	3	7	11	1.5714285714285714
Plk1	3	4	25	6.25
Plk2	3	16	10	0.625
Plk3	3	12	17	1.4166666666666667
Plk4	3	12	8	0.6666666666666666
Plk5	3	21	9	0.42857142857142855
Pllp	3	29	19	0.6551724137931034
Pln	3	1	10	10.0
Plod1	3	4	8	2.0
Plod2	3	3	11	3.6666666666666665
Plod3	3	0	0	NA
Plp1	3	1	2	2.0
Plp2	3	4	3	0.75
Plpbp	3	7	13	1.8571428571428572
Plpp1	3	4	10	2.5
Plpp2	3	25	35	1.4
Plpp3	3	14	13	0.9285714285714286
Plpp4	3	7	15	2.142857142857143
Plpp5	3	19	3	0.15789473684210525
Plpp6	3	7	7	1.0
Plpp7	3	16	4	0.25
Plppr1	3	6	9	1.5
Plppr2	3	85	12	0.1411764705882353
Plppr3	3	10	80	8.0
Plppr4	3	5	12	2.4
Plppr5	3	1	0	0.0
Plrg1	3	6	6	1.0
Pls1	3	2	4	2.0
Pls3	3	1	4	4.0
Plscr1	3	2	12	6.0
Plscr2	3	9	3	0.3333333333333333
Plscr3	3	10	4	0.4
Plscr4	3	9	9	1.0
Plscr5	3	4	12	3.0
Pltp	3	33	20	0.6060606060606061
Plut	3	10	16	1.6
Plvap	3	0	3	NA
Plxdc1	3	6	11	1.8333333333333333
Plxdc2	3	8	13	1.625
Plxna1	3	20	28	1.4
Plxna2	3	14	13	0.9285714285714286
Plxna3	3	1	3	3.0
Plxna4	3	12	17	1.4166666666666667
Plxna4os1	3	12	10	0.8333333333333334
Plxnb1	3	5	3	0.6
Plxnb2	3	23	16	0.6956521739130435
Plxnb3	3	0	1	NA
Plxnc1	3	14	10	0.7142857142857143
Plxnd1	3	15	7	0.4666666666666667
Pm20d1	3	6	9	1.5
Pm20d2	3	9	7	0.7777777777777778
Pmaip1	3	9	6	0.6666666666666666
Pmch	3	8	8	1.0
Pmel	2	4	4	1.0
Pmepa1	3	24	19	0.7916666666666666
Pmf1	3	4	12	3.0
Pmfbp1	3	0	0	NA
Pmis2	3	0	0	NA
Pml	3	9	9	1.0
Pmm1	3	5	10	2.0
Pmm2	3	2	13	6.5
Pmp2	3	12	11	0.9166666666666666
Pmp22	3	27	15	0.5555555555555556
Pmpca	1	4	4	1.0
Pmpcb	3	11	10	0.9090909090909091
Pms1	3	0	2	NA
Pms2	1	2	1	0.5
Pmvk	3	5	12	2.4
Pnck	3	0	0	NA
Pnisr	3	165	64	0.3878787878787879
Pnkd	1	2	4	2.0
Pnkp	3	6	12	2.0
Pnldc1	3	0	3	NA
Pnlip	3	8	5	0.625
Pnliprp1	3	10	17	1.7
Pnliprp2	3	14	16	1.1428571428571428
Pnma1	3	13	12	0.9230769230769231
Pnma2	3	5	17	3.4
Pnma3	3	2	3	1.5
Pnma5	3	8	7	0.875
Pnmal1	3	1	1	1.0
Pnmal2	3	0	1	NA
Pnmt	3	14	7	0.5
Pnn	3	9	21	2.3333333333333335
Pno1	3	10	19	1.9
Pnoc	3	11	11	1.0
Pnp	3	4	14	3.5
Pnp2	3	9	14	1.5555555555555556
Pnpla1	3	9	10	1.1111111111111112
Pnpla2	3	0	0	NA
Pnpla3	3	15	10	0.6666666666666666
Pnpla5	3	16	10	0.625
Pnpla6	3	14	11	0.7857142857142857
Pnpla7	2	5	1	0.2
Pnpla8	3	15	14	0.9333333333333333
Pnpo	3	17	15	0.8823529411764706
Pnpt1	3	8	14	1.75
Pnrc1	3	7	6	0.8571428571428571
Pnrc2	3	12	8	0.6666666666666666
Poc1a	3	10	9	0.9
Poc1b	3	2	3	1.5
Poc5	3	15	7	0.4666666666666667
Podn	3	3	8	2.6666666666666665
Podnl1	3	10	9	0.9
Podxl	3	18	9	0.5
Podxl2	3	31	11	0.3548387096774194
Pof1b	3	2	3	1.5
Pofut1	1	5	4	0.8
Pofut2	2	11	15	1.3636363636363635
Pogk	3	3	4	1.3333333333333333
Poglut1	3	21	10	0.47619047619047616
Poglut2	3	1	13	13.0
Poglut3	3	8	7	0.875
Pogz	3	1	4	4.0
Pola1	3	9	4	0.4444444444444444
Pola2	3	7	17	2.4285714285714284
Polb	3	11	17	1.5454545454545454
Pold1	3	2	8	4.0
Pold2	3	9	16	1.7777777777777777
Pold3	3	4	14	3.5
Pold4	3	12	17	1.4166666666666667
Poldip2	1	2	6	3.0
Poldip3	3	4	5	1.25
Pole	1	4	0	0.0
Pole2	3	7	9	1.2857142857142858
Pole3	3	18	17	0.9444444444444444
Pole4	3	7	4	0.5714285714285714
Polg	3	3	14	4.666666666666667
Polg2	3	11	12	1.0909090909090908
Polh	3	6	13	2.1666666666666665
Poli	3	24	9	0.375
Polk	3	3	4	1.3333333333333333
Poll	3	21	13	0.6190476190476191
Polm	3	10	15	1.5
Poln	1	12	4	0.3333333333333333
Polq	3	2	5	2.5
Polr1a	2	7	9	1.2857142857142858
Polr1b	3	6	9	1.5
Polr1c	3	9	15	1.6666666666666667
Polr1d	1	7	2	0.2857142857142857
Polr1e	3	6	8	1.3333333333333333
Polr2a	3	7	8	1.1428571428571428
Polr2b	1	1	2	2.0
Polr2c	3	31	23	0.7419354838709677
Polr2d	3	5	5	1.0
Polr2e	3	12	8	0.6666666666666666
Polr2f	1	1	1	1.0
Polr2g	3	2	4	2.0
Polr2h	2	10	5	0.5
Polr2i	3	3	11	3.6666666666666665
Polr2j	3	10	11	1.1
Polr2k	3	9	17	1.8888888888888888
Polr2l	3	0	0	NA
Polr2m	3	12	12	1.0
Polr3a	3	4	5	1.25
Polr3b	3	7	15	2.142857142857143
Polr3c	3	11	11	1.0
Polr3d	3	5	6	1.2
Polr3e	3	47	10	0.2127659574468085
Polr3f	1	0	3	NA
Polr3g	3	4	5	1.25
Polr3gl	3	6	15	2.5
Polr3h	3	13	11	0.8461538461538461
Polr3k	3	172	55	0.31976744186046513
Polrmt	3	15	13	0.8666666666666667
Pom121	3	14	8	0.5714285714285714
Pom121l12	1	2	0	0.0
Pom121l2	3	4	8	2.0
Pomc	3	26	10	0.38461538461538464
Pomgnt1	3	7	7	1.0
Pomgnt2	3	10	14	1.4
Pomk	3	14	11	0.7857142857142857
Pomp	3	8	6	0.75
Pomt1	3	21	18	0.8571428571428571
Pomt2	1	1	0	0.0
Pon1	3	18	5	0.2777777777777778
Pon2	3	56	9	0.16071428571428573
Pon3	3	12	8	0.6666666666666666
Pop1	1	4	0	0.0
Pop4	3	1	6	6.0
Pop5	3	26	23	0.8846153846153846
Pop7	3	8	5	0.625
Popdc2	3	11	11	1.0
Popdc3	3	20	18	0.9
Por	3	11	14	1.2727272727272727
Porcn	3	1	1	1.0
Postn	3	7	14	2.0
Pot1a	3	6	18	3.0
Pot1b	3	7	18	2.5714285714285716
Poteg	3	31	5	0.16129032258064516
Pou1f1	3	3	2	0.6666666666666666
Pou2af1	3	12	17	1.4166666666666667
Pou2f1	3	4	12	3.0
Pou2f2	3	5	14	2.8
Pou2f3	3	17	14	0.8235294117647058
Pou3f1	3	6	10	1.6666666666666667
Pou3f2	3	0	1	NA
Pou3f3	2	4	10	2.5
Pou3f4	3	7	4	0.5714285714285714
Pou4f1	3	4	17	4.25
Pou4f2	3	39	8	0.20512820512820512
Pou4f3	3	31	24	0.7741935483870968
Pou5f1	3	2	3	1.5
Pou5f1-rs1	3	17	13	0.7647058823529411
Pou5f1-rs4	3	3	14	4.666666666666667
Pou5f1-rs5	3	5	6	1.2
Pou5f1-rs6	3	0	3	NA
Pou5f1-rs8	3	0	0	NA
Pou5f2	3	0	0	NA
Pou6f1	3	32	8	0.25
Pou6f2	3	6	16	2.6666666666666665
Pp2d1	3	3	25	8.333333333333334
Ppa1	3	9	21	2.3333333333333335
Ppa2	3	3	7	2.3333333333333335
Ppan	3	7	7	1.0
Ppara	3	35	20	0.5714285714285714
Ppard	3	22	12	0.5454545454545454
Pparg	3	11	10	0.9090909090909091
Ppargc1a	3	3	15	5.0
Ppargc1b	3	14	13	0.9285714285714286
Ppat	1	0	1	NA
Ppbp	3	4	9	2.25
Ppcdc	3	10	11	1.1
Ppcs	3	0	0	NA
Ppdpf	3	19	8	0.42105263157894735
Ppef1	3	7	6	0.8571428571428571
Ppef2	3	5	11	2.2
Ppfia1	3	0	0	NA
Ppfia2	3	3	6	2.0
Ppfia3	2	2	3	1.5
Ppfia4	3	11	9	0.8181818181818182
Ppfibp1	3	16	11	0.6875
Ppfibp2	3	6	17	2.8333333333333335
Pphln1	1	3	4	1.3333333333333333
Ppia	3	11	10	0.9090909090909091
Ppib	3	8	8	1.0
Ppic	3	9	14	1.5555555555555556
Ppid	3	12	16	1.3333333333333333
Ppie	3	10	12	1.2
Ppif	3	0	1	NA
Ppifos	3	4	11	2.75
Ppig	3	8	10	1.25
Ppih	3	56	21	0.375
Ppil1	3	5	5	1.0
Ppil2	3	2	8	4.0
Ppil3	2	2	4	2.0
Ppil4	3	5	5	1.0
Ppil6	1	1	3	3.0
Ppip5k1	3	4	4	1.0
Ppip5k2	3	3	17	5.666666666666667
Ppl	3	38	15	0.39473684210526316
Ppm1a	3	49	68	1.3877551020408163
Ppm1b	3	12	8	0.6666666666666666
Ppm1d	3	5	8	1.6
Ppm1e	3	36	12	0.3333333333333333
Ppm1f	3	9	12	1.3333333333333333
Ppm1g	3	6	9	1.5
Ppm1h	3	16	15	0.9375
Ppm1j	3	4	5	1.25
Ppm1k	3	2	11	5.5
Ppm1l	3	0	10	NA
Ppm1m	3	9	6	0.6666666666666666
Ppm1n	3	0	0	NA
Ppme1	3	12	11	0.9166666666666666
Ppox	3	14	7	0.5
Ppp1ca	2	2	7	3.5
Ppp1cb	3	1	7	7.0
Ppp1cc	3	7	7	1.0
Ppp1ccb	3	7	15	2.142857142857143
Ppp1r10	2	0	0	NA
Ppp1r11	3	8	6	0.75
Ppp1r12a	3	2	11	5.5
Ppp1r12b	3	22	13	0.5909090909090909
Ppp1r12c	3	28	25	0.8928571428571429
Ppp1r13b	3	65	16	0.24615384615384617
Ppp1r13l	3	0	0	NA
Ppp1r14a	3	23	21	0.9130434782608695
Ppp1r14b	3	9	14	1.5555555555555556
Ppp1r14bl	3	10	9	0.9
Ppp1r14c	3	76	8	0.10526315789473684
Ppp1r14d	3	10	7	0.7
Ppp1r15a	3	14	11	0.7857142857142857
Ppp1r15b	3	19	7	0.3684210526315789
Ppp1r16a	3	3	1	0.3333333333333333
Ppp1r16b	3	7	9	1.2857142857142858
Ppp1r17	3	13	10	0.7692307692307693
Ppp1r18	3	2	8	4.0
Ppp1r1a	3	28	20	0.7142857142857143
Ppp1r1b	3	14	13	0.9285714285714286
Ppp1r1c	3	10	10	1.0
Ppp1r2	3	16	15	0.9375
Ppp1r2-ps3	3	95	19	0.2
Ppp1r2-ps7	3	0	0	NA
Ppp1r2-ps9	3	0	0	NA
Ppp1r21	3	11	12	1.0909090909090908
Ppp1r26	3	7	5	0.7142857142857143
Ppp1r27	2	9	8	0.8888888888888888
Ppp1r32	3	19	8	0.42105263157894735
Ppp1r35	3	10	19	1.9
Ppp1r36	3	31	4	0.12903225806451613
Ppp1r37	3	0	0	NA
Ppp1r3a	3	7	12	1.7142857142857142
Ppp1r3b	3	4	6	1.5
Ppp1r3c	3	3	9	3.0
