gene	n_bins	sum_x1_ESC	sum_x2_NPC	ratio_x2_over_x1
C630028M04Rik	3	3	8	2.6666666666666665
C630031E19Rik	3	7	9	1.2857142857142858
C630043F03Rik	2	9	29	3.2222222222222223
C7	3	2	5	2.5
C730002L08Rik	3	8	14	1.75
C730014E05Rik	3	13	7	0.5384615384615384
C730027H18Rik	3	10	8	0.8
C730036E19Rik	3	15	3	0.2
C77080	3	7	13	1.8571428571428572
C86187	3	3	15	5.0
C87198	3	6	7	1.1666666666666667
C87414	3	15	21	1.4
C87436	3	5	2	0.4
C87499	3	16	10	0.625
C87977	3	4	2	0.5
C8a	3	4	4	1.0
C8b	3	20	16	0.8
C8g	2	5	6	1.2
C9	3	17	9	0.5294117647058824
C920006O11Rik	3	1	0	0.0
C920009B18Rik	3	4	10	2.5
C920021L13Rik	1	1	3	3.0
C9orf72	3	13	28	2.1538461538461537
CK137956	3	9	16	1.7777777777777777
Caap1	3	6	6	1.0
Cab39	3	7	4	0.5714285714285714
Cab39l	1	8	6	0.75
Cabcoco1	3	4	9	2.25
Cabin1	3	22	11	0.5
Cables1	3	15	15	1.0
Cables2	3	8	5	0.625
Cabp1	3	7	10	1.4285714285714286
Cabp2	3	24	11	0.4583333333333333
Cabp4	3	15	7	0.4666666666666667
Cabp5	3	0	1	NA
Cabp7	3	108	80	0.7407407407407407
Cabs1	1	1	7	7.0
Cabyr	3	5	7	1.4
Cacfd1	3	23	24	1.0434782608695652
Cachd1	3	5	2	0.4
Cacna1a	3	20	16	0.8
Cacna1b	3	5	6	1.2
Cacna1c	3	8	7	0.875
Cacna1d	3	19	19	1.0
Cacna1e	3	11	9	0.8181818181818182
Cacna1f	3	4	4	1.0
Cacna1g	3	17	10	0.5882352941176471
Cacna1h	3	16	15	0.9375
Cacna1i	3	49	28	0.5714285714285714
Cacna1s	3	48	14	0.2916666666666667
Cacna2d1	3	11	8	0.7272727272727273
Cacna2d2	3	23	17	0.7391304347826086
Cacna2d3	3	0	4	NA
Cacna2d4	3	22	13	0.5909090909090909
Cacnb1	3	4	8	2.0
Cacnb2	3	22	4	0.18181818181818182
Cacnb3	3	92	31	0.33695652173913043
Cacnb4	3	4	7	1.75
Cacng1	3	31	14	0.45161290322580644
Cacng2	3	25	20	0.8
Cacng3	3	9	10	1.1111111111111112
Cacng4	3	9	5	0.5555555555555556
Cacng5	3	10	15	1.5
Cacng6	2	0	1	NA
Cacng7	3	0	0	NA
Cacng8	3	0	0	NA
Cactin	3	10	9	0.9
Cacul1	3	0	2	NA
Cacybp	3	5	7	1.4
Cad	3	10	5	0.5
Cadm1	3	6	11	1.8333333333333333
Cadm2	3	2	6	3.0
Cadm3	3	3	17	5.666666666666667
Cadm4	3	1	11	11.0
Cadps	3	8	13	1.625
Cadps2	3	97	41	0.422680412371134
Cage1	3	19	11	0.5789473684210527
Cahm	1	4	6	1.5
Calb1	3	58	30	0.5172413793103449
Calb2	3	2	8	4.0
Calca	3	4	3	0.75
Calcb	3	5	7	1.4
Calcoco1	3	8	5	0.625
Calcoco2	3	18	16	0.8888888888888888
Calcr	3	91	66	0.7252747252747253
Calcrl	3	5	11	2.2
Cald1	3	4	19	4.75
Calhm1	3	6	11	1.8333333333333333
Calhm2	3	17	10	0.5882352941176471
Calhm4	3	5	5	1.0
Calhm5	3	62	13	0.20967741935483872
Calhm6	3	0	7	NA
Calm1	3	5	4	0.8
Calm2	3	10	9	0.9
Calm3	3	4	3	0.75
Calm4	3	8	2	0.25
Calm5	3	2	3	1.5
Calml3	3	21	12	0.5714285714285714
Calml4	3	5	5	1.0
Caln1	3	9	17	1.8888888888888888
Calr	3	13	27	2.076923076923077
Calr3	3	1	2	2.0
Calr4	3	49	8	0.16326530612244897
Calu	3	6	10	1.6666666666666667
Caly	3	0	0	NA
Camk1	3	9	11	1.2222222222222223
Camk1d	3	9	7	0.7777777777777778
Camk1g	3	5	11	2.2
Camk2a	3	11	30	2.727272727272727
Camk2b	3	118	9	0.07627118644067797
Camk2d	3	2	7	3.5
Camk2g	3	7	6	0.8571428571428571
Camk2n1	3	16	16	1.0
Camk2n2	3	11	8	0.7272727272727273
Camk4	3	8	9	1.125
Camkk1	1	8	3	0.375
Camkk2	3	4	7	1.75
Camkmt	1	5	6	1.2
Camkv	3	36	12	0.3333333333333333
Caml	3	8	11	1.375
Camp	3	11	13	1.1818181818181819
Camsap1	3	11	9	0.8181818181818182
Camsap2	3	6	11	1.8333333333333333
Camsap3	3	9	47	5.222222222222222
Camta1	3	21	5	0.23809523809523808
Camta2	3	12	11	0.9166666666666666
Cand1	3	10	9	0.9
Cand2	3	8	10	1.25
Cant1	3	6	16	2.6666666666666665
Canx	3	9	9	1.0
Cap1	3	22	14	0.6363636363636364
Cap2	3	18	11	0.6111111111111112
Capg	3	5	10	2.0
Capn1	3	11	31	2.8181818181818183
Capn10	3	17	13	0.7647058823529411
Capn11	3	11	8	0.7272727272727273
Capn12	3	12	16	1.3333333333333333
Capn13	3	9	17	1.8888888888888888
Capn15	3	18	14	0.7777777777777778
Capn2	3	30	9	0.3
Capn3	3	4	10	2.5
Capn5	2	4	8	2.0
Capn6	3	1	3	3.0
Capn7	3	26	29	1.1153846153846154
Capn8	3	14	12	0.8571428571428571
Capn9	3	26	18	0.6923076923076923
Capns1	3	0	0	NA
Capns2	3	22	15	0.6818181818181818
Caprin1	3	5	11	2.2
Caprin2	3	1	5	5.0
Caps2	3	5	10	2.0
Capsl	3	5	9	1.8
Capza1	3	6	3	0.5
Capza2	3	2	7	3.5
Capza3	2	0	5	NA
Capzb	3	13	9	0.6923076923076923
Car1	3	7	16	2.2857142857142856
Car10	3	6	29	4.833333333333333
Car11	3	2	2	1.0
Car12	3	11	15	1.3636363636363635
Car13	3	5	10	2.0
Car14	3	0	3	NA
Car15	3	11	16	1.4545454545454546
Car2	3	9	9	1.0
Car3	3	57	10	0.17543859649122806
Car4	3	30	12	0.4
Car5a	3	8	7	0.875
Car5b	3	2	8	4.0
Car6	3	11	9	0.8181818181818182
Car7	1	39	22	0.5641025641025641
Car8	3	41	11	0.2682926829268293
Car9	3	20	16	0.8
Card10	3	17	41	2.411764705882353
Card11	3	5	8	1.6
Card14	3	30	8	0.26666666666666666
Card19	3	20	8	0.4
Card6	3	7	4	0.5714285714285714
Card9	3	5	11	2.2
Carf	3	2	9	4.5
Carhsp1	3	10	7	0.7
Carlr	3	20	9	0.45
Carm1	3	8	10	1.25
Carmil1	3	13	8	0.6153846153846154
Carmil2	3	7	4	0.5714285714285714
Carmil3	3	16	8	0.5
Carmn	3	10	9	0.9
Carnmt1	3	3	4	1.3333333333333333
Carns1	3	16	26	1.625
Cars	3	0	0	NA
Cars2	3	8	7	0.875
Cartpt	3	8	10	1.25
Casc1	3	12	4	0.3333333333333333
Casc3	3	16	16	1.0
Casc4	3	5	8	1.6
Casd1	3	12	13	1.0833333333333333
Cask	3	4	7	1.75
Caskin1	3	13	9	0.6923076923076923
Caskin2	3	136	25	0.18382352941176472
Casp1	3	2	9	4.5
Casp12	3	8	7	0.875
Casp14	3	30	18	0.6
Casp2	3	6	11	1.8333333333333333
Casp3	1	1	4	4.0
Casp4	3	6	13	2.1666666666666665
Casp6	3	6	14	2.3333333333333335
Casp7	3	7	6	0.8571428571428571
Casp8	3	3	8	2.6666666666666665
Casp8ap2	3	11	7	0.6363636363636364
Casp9	3	12	6	0.5
Casq1	3	21	23	1.0952380952380953
Casq2	3	19	17	0.8947368421052632
Casr	3	14	13	0.9285714285714286
Cass4	3	13	15	1.1538461538461537
Cast	3	0	1	NA
Castor1	3	13	11	0.8461538461538461
Castor2	3	6	4	0.6666666666666666
Casz1	3	7	8	1.1428571428571428
Cat	3	8	13	1.625
Catip	3	5	4	0.8
Catsper1	3	18	9	0.5
Catsper2	3	11	6	0.5454545454545454
Catsper3	3	13	22	1.6923076923076923
Catsper4	3	4	5	1.25
Catsperb	3	15	5	0.3333333333333333
Catsperd	1	6	3	0.5
Catspere1	3	3	5	1.6666666666666667
Catspere2	3	0	0	NA
Catsperg1	3	19	19	1.0
Catsperg2	3	6	8	1.3333333333333333
Catsperz	3	99	21	0.21212121212121213
Cav1	3	105	9	0.08571428571428572
Cav2	3	54	17	0.3148148148148148
Cav3	3	7	10	1.4285714285714286
Cavin1	3	4	4	1.0
Cavin2	3	5	6	1.2
Cavin3	3	11	17	1.5454545454545454
Cavin4	3	8	9	1.125
Cbarp	3	15	14	0.9333333333333333
Cbfa2t2	3	7	12	1.7142857142857142
Cbfa2t3	3	121	10	0.08264462809917356
Cbfb	3	0	6	NA
Cbl	3	9	7	0.7777777777777778
Cblb	3	11	5	0.45454545454545453
Cblc	3	0	0	NA
Cblif	3	15	25	1.6666666666666667
Cbll1	3	3	13	4.333333333333333
Cbln1	3	15	31	2.066666666666667
Cbln2	3	5	8	1.6
Cbln3	3	14	11	0.7857142857142857
Cbln4	3	15	9	0.6
Cbr1	3	7	5	0.7142857142857143
Cbr2	3	10	12	1.2
Cbr3	3	16	13	0.8125
Cbr4	3	3	8	2.6666666666666665
Cbs	3	10	10	1.0
Cbwd1	3	7	9	1.2857142857142858
Cbx1	3	11	10	0.9090909090909091
Cbx2	3	24	6	0.25
Cbx3	2	4	6	1.5
Cbx4	3	17	14	0.8235294117647058
Cbx5	3	2	17	8.5
Cbx6	3	12	6	0.5
Cbx7	3	0	7	NA
Cbx8	3	183	7	0.03825136612021858
Cby1	1	3	7	2.3333333333333335
Cby2	3	18	14	0.7777777777777778
Cc2d1a	3	32	15	0.46875
Cc2d1b	3	7	10	1.4285714285714286
Cc2d2a	3	1	7	7.0
Ccar1	3	6	8	1.3333333333333333
Ccar2	3	3	6	2.0
Ccbe1	3	10	6	0.6
Ccdc102a	3	34	22	0.6470588235294118
Ccdc103	1	0	0	NA
Ccdc105	3	13	7	0.5384615384615384
Ccdc106	3	0	0	NA
Ccdc107	2	0	2	NA
Ccdc110	3	7	13	1.8571428571428572
Ccdc112	3	15	8	0.5333333333333333
Ccdc113	3	12	14	1.1666666666666667
Ccdc114	3	1	2	2.0
Ccdc115	3	9	9	1.0
Ccdc116	1	0	6	NA
Ccdc117	3	6	21	3.5
Ccdc12	3	6	6	1.0
Ccdc120	3	2	5	2.5
Ccdc121	3	13	26	2.0
Ccdc122	1	0	3	NA
Ccdc124	3	22	16	0.7272727272727273
Ccdc125	3	0	2	NA
Ccdc126	3	8	7	0.875
Ccdc127	1	11	2	0.18181818181818182
Ccdc13	3	16	11	0.6875
Ccdc130	3	10	17	1.7
Ccdc134	3	10	16	1.6
Ccdc136	3	42	12	0.2857142857142857
Ccdc137	1	3	2	0.6666666666666666
Ccdc138	3	8	3	0.375
Ccdc14	3	7	6	0.8571428571428571
Ccdc141	3	4	9	2.25
Ccdc142	3	103	21	0.20388349514563106
Ccdc144b	3	1	7	7.0
Ccdc146	3	3	3	1.0
Ccdc148	3	6	7	1.1666666666666667
Ccdc149	3	8	7	0.875
Ccdc15	3	27	14	0.5185185185185185
Ccdc150	3	11	7	0.6363636363636364
Ccdc151	3	31	14	0.45161290322580644
Ccdc152	3	6	10	1.6666666666666667
Ccdc153	3	10	7	0.7
Ccdc154	3	66	23	0.3484848484848485
Ccdc155	3	4	11	2.75
Ccdc157	3	10	11	1.1
Ccdc158	3	4	8	2.0
Ccdc159	3	76	17	0.2236842105263158
Ccdc160	3	2	0	0.0
Ccdc162	3	7	10	1.4285714285714286
Ccdc163	2	2	2	1.0
Ccdc166	3	19	13	0.6842105263157895
Ccdc167	3	8	13	1.625
Ccdc169	3	0	0	NA
Ccdc17	3	4	0	0.0
Ccdc170	3	4	5	1.25
Ccdc171	3	3	8	2.6666666666666665
Ccdc172	3	8	16	2.0
Ccdc173	3	12	12	1.0
Ccdc174	3	25	27	1.08
Ccdc175	3	14	12	0.8571428571428571
Ccdc177	3	1	7	7.0
Ccdc178	3	4	6	1.5
Ccdc18	1	1	3	3.0
Ccdc180	3	25	16	0.64
Ccdc181	3	3	15	5.0
Ccdc182	3	20	20	1.0
Ccdc183	3	17	23	1.3529411764705883
Ccdc184	3	58	18	0.3103448275862069
Ccdc185	3	12	7	0.5833333333333334
Ccdc186	3	22	21	0.9545454545454546
Ccdc187	3	11	11	1.0
Ccdc188	3	4	8	2.0
Ccdc189	3	5	8	1.6
Ccdc190	3	0	0	NA
Ccdc191	2	20	13	0.65
Ccdc192	1	8	5	0.625
Ccdc194	3	3	3	1.0
Ccdc201	3	19	11	0.5789473684210527
Ccdc22	3	1	3	3.0
Ccdc24	3	7	8	1.1428571428571428
Ccdc25	3	10	11	1.1
Ccdc27	3	24	22	0.9166666666666666
Ccdc28a	3	1	1	1.0
Ccdc28b	3	8	10	1.25
Ccdc3	3	17	20	1.1764705882352942
Ccdc30	3	5	9	1.8
Ccdc32	3	16	25	1.5625
Ccdc33	3	7	10	1.4285714285714286
Ccdc34	3	3	10	3.3333333333333335
Ccdc34os	3	3	6	2.0
Ccdc36	3	7	6	0.8571428571428571
Ccdc38	2	2	7	3.5
Ccdc39	3	1	5	5.0
Ccdc40	1	6	3	0.5
Ccdc42	1	4	6	1.5
Ccdc42os	3	13	16	1.2307692307692308
Ccdc43	3	26	19	0.7307692307692307
Ccdc47	3	7	5	0.7142857142857143
Ccdc50	3	3	8	2.6666666666666665
Ccdc51	2	0	1	NA
Ccdc54	2	10	11	1.1
Ccdc57	3	6	10	1.6666666666666667
Ccdc58	1	0	1	NA
Ccdc59	1	3	2	0.6666666666666666
Ccdc6	3	4	6	1.5
Ccdc60	3	14	10	0.7142857142857143
Ccdc61	3	0	0	NA
Ccdc62	3	10	9	0.9
Ccdc63	3	5	9	1.8
Ccdc65	3	12	9	0.75
Ccdc66	3	7	15	2.142857142857143
Ccdc68	3	11	7	0.6363636363636364
Ccdc69	3	10	11	1.1
Ccdc70	3	0	1	NA
Ccdc71	2	3	5	1.6666666666666667
Ccdc71l	3	2	5	2.5
Ccdc73	3	2	1	0.5
Ccdc74a	3	15	6	0.4
Ccdc77	1	0	1	NA
Ccdc78	2	9	6	0.6666666666666666
Ccdc7a	3	4	16	4.0
Ccdc7b	3	4	9	2.25
Ccdc8	3	0	2	NA
Ccdc80	3	2	7	3.5
Ccdc81	3	2	3	1.5
Ccdc82	3	0	0	NA
Ccdc83	3	7	6	0.8571428571428571
Ccdc84	3	19	8	0.42105263157894735
Ccdc85a	3	56	67	1.1964285714285714
Ccdc85b	3	12	8	0.6666666666666666
Ccdc85c	3	55	33	0.6
Ccdc86	3	15	6	0.4
Ccdc87	1	26	15	0.5769230769230769
Ccdc88a	3	7	15	2.142857142857143
Ccdc88b	3	0	2	NA
Ccdc88c	3	2	2	1.0
Ccdc89	3	1	7	7.0
Ccdc9	3	4	5	1.25
Ccdc90b	3	1	11	11.0
Ccdc91	3	5	8	1.6
Ccdc92	3	12	20	1.6666666666666667
Ccdc92b	3	14	28	2.0
Ccdc93	3	10	5	0.5
Ccdc96	2	9	7	0.7777777777777778
Ccdc97	3	3	8	2.6666666666666665
Ccdc9b	3	138	37	0.26811594202898553
Ccer1	3	10	6	0.6
Ccer2	3	11	5	0.45454545454545453
Cchcr1	1	0	1	NA
Ccin	3	9	10	1.1111111111111112
Cck	3	15	12	0.8
Cckar	3	5	15	3.0
Cckbr	3	5	20	4.0
Ccl1	3	25	26	1.04
Ccl11	3	9	12	1.3333333333333333
Ccl12	3	8	26	3.25
Ccl17	3	20	21	1.05
Ccl19	3	0	0	NA
Ccl2	3	8	10	1.25
Ccl20	3	0	0	NA
Ccl21a	1	0	0	NA
Ccl21b	3	0	0	NA
Ccl21c	1	0	0	NA
Ccl21d	3	4	2	0.5
Ccl22	3	29	18	0.6206896551724138
Ccl24	3	9	11	1.2222222222222223
Ccl25	1	5	2	0.4
Ccl26	3	17	13	0.7647058823529411
Ccl27a	3	16	11	0.6875
Ccl27b	3	0	0	NA
Ccl28	3	0	0	NA
Ccl3	3	4	5	1.25
Ccl4	3	23	29	1.2608695652173914
Ccl5	3	13	10	0.7692307692307693
Ccl6	3	8	17	2.125
Ccl7	3	7	13	1.8571428571428572
Ccl8	3	1	14	14.0
Ccl9	3	10	12	1.2
Ccm2	3	5	10	2.0
Ccm2l	3	5	10	2.0
Ccn1	3	19	15	0.7894736842105263
Ccn2	3	14	14	1.0
Ccn3	3	56	13	0.23214285714285715
Ccn4	3	44	36	0.8181818181818182
Ccn5	3	14	19	1.3571428571428572
Ccn6	3	13	5	0.38461538461538464
Ccna1	3	13	9	0.6923076923076923
Ccna2	3	9	11	1.2222222222222223
Ccnb1	3	3	10	3.3333333333333335
Ccnb1ip1	3	2	16	8.0
Ccnb2	3	2	5	2.5
Ccnb3	3	2	2	1.0
Ccnc	3	2	4	2.0
Ccnd1	3	0	0	NA
Ccnd2	3	26	8	0.3076923076923077
Ccnd3	3	0	0	NA
Ccndbp1	3	5	15	3.0
Ccne1	3	0	0	NA
Ccne2	3	3	8	2.6666666666666665
Ccnf	3	20	9	0.45
Ccng1	3	5	6	1.2
Ccng2	3	6	6	1.0
Ccnh	3	0	0	NA
Ccni	3	15	11	0.7333333333333333
Ccnj	3	3	12	4.0
Ccnjl	3	11	14	1.2727272727272727
Ccnk	1	2	0	0.0
Ccnl1	3	7	5	0.7142857142857143
Ccnl2	3	0	0	NA
Ccno	3	16	11	0.6875
Ccnq	3	6	13	2.1666666666666665
Ccnt1	2	6	4	0.6666666666666666
Ccnt2	1	2	1	0.5
Ccny	3	15	16	1.0666666666666667
Ccnyl1	1	2	6	3.0
Ccp110	3	21	25	1.1904761904761905
Ccpg1	1	0	0	NA
Ccpg1os	3	3	3	1.0
Ccr1	3	7	12	1.7142857142857142
Ccr10	3	5	9	1.8
Ccr1l1	3	14	12	0.8571428571428571
Ccr2	3	0	0	NA
Ccr3	3	2	3	1.5
Ccr4	3	8	19	2.375
Ccr5	3	0	0	NA
Ccr6	3	23	14	0.6086956521739131
Ccr7	3	12	15	1.25
Ccr8	3	20	19	0.95
Ccr9	3	12	9	0.75
Ccrl2	3	2	7	3.5
Ccs	3	37	30	0.8108108108108109
Ccsap	3	9	4	0.4444444444444444
Ccser1	3	10	12	1.2
Ccser2	3	3	11	3.6666666666666665
Cct2	3	10	5	0.5
Cct3	2	17	6	0.35294117647058826
Cct4	3	11	13	1.1818181818181819
Cct5	3	12	7	0.5833333333333334
Cct6a	1	3	3	1.0
Cct6b	3	11	12	1.0909090909090908
Cct7	3	9	2	0.2222222222222222
Cct8	3	9	12	1.3333333333333333
Cct8l1	3	6	6	1.0
Ccz1	3	11	12	1.0909090909090908
Cd101	3	11	13	1.1818181818181819
Cd109	3	3	3	1.0
Cd14	3	4	10	2.5
Cd151	3	0	0	NA
Cd160	3	15	17	1.1333333333333333
Cd163	3	0	0	NA
Cd163l1	3	0	0	NA
Cd164	3	5	6	1.2
Cd164l2	3	21	25	1.1904761904761905
Cd177	3	8	9	1.125
Cd180	3	0	0	NA
Cd19	3	5	9	1.8
Cd1d1	3	2	13	6.5
Cd1d2	3	8	15	1.875
Cd2	3	6	6	1.0
Cd200	3	1	7	7.0
Cd200r1	3	4	6	1.5
Cd200r2	3	1	1	1.0
Cd200r3	3	5	6	1.2
Cd200r4	3	0	0	NA
Cd207	3	12	24	2.0
Cd209a	3	13	8	0.6153846153846154
Cd209b	3	12	9	0.75
Cd209c	3	2	1	0.5
Cd209d	3	11	14	1.2727272727272727
Cd209e	3	7	15	2.142857142857143
Cd209f	3	2	1	0.5
Cd209g	3	11	6	0.5454545454545454
Cd22	3	0	0	NA
Cd226	3	3	11	3.6666666666666665
Cd244a	3	15	12	0.8
Cd247	3	6	10	1.6666666666666667
Cd248	3	137	22	0.16058394160583941
Cd24a	3	8	11	1.375
Cd27	3	7	8	1.1428571428571428
Cd274	3	17	6	0.35294117647058826
Cd276	3	3	6	2.0
Cd28	3	8	22	2.75
Cd2ap	3	8	21	2.625
Cd2bp2	3	8	6	0.75
Cd300a	3	15	21	1.4
Cd300c	3	13	16	1.2307692307692308
Cd300c2	3	2	10	5.0
Cd300e	3	11	19	1.7272727272727273
Cd300lb	3	0	1	NA
Cd300ld	3	0	0	NA
Cd300ld3	3	12	25	2.0833333333333335
Cd300ld4	3	38	33	0.868421052631579
Cd300ld5	1	27	13	0.48148148148148145
Cd300lf	3	8	11	1.375
Cd300lg	3	43	13	0.3023255813953488
Cd302	3	6	10	1.6666666666666667
Cd320	3	18	20	1.1111111111111112
Cd33	3	5	11	2.2
Cd34	3	1	5	5.0
Cd36	3	4	11	2.75
Cd37	3	2	9	4.5
Cd38	3	56	19	0.3392857142857143
Cd3d	2	16	13	0.8125
Cd3e	3	2	14	7.0
Cd3eap	3	0	0	NA
Cd3g	3	9	9	1.0
Cd4	3	15	11	0.7333333333333333
Cd40	3	30	15	0.5
Cd40lg	3	15	3	0.2
Cd44	3	8	17	2.125
Cd46	3	1	8	8.0
Cd47	3	16	8	0.5
Cd48	3	12	25	2.0833333333333335
Cd5	3	12	13	1.0833333333333333
Cd52	3	5	11	2.2
Cd53	3	5	33	6.6
Cd55	3	1	3	3.0
Cd55b	1	0	0	NA
Cd55os	3	3	0	0.0
Cd59a	3	20	20	1.0
Cd59b	3	7	8	1.1428571428571428
Cd5l	3	14	13	0.9285714285714286
Cd6	3	5	13	2.6
Cd63	3	29	11	0.3793103448275862
Cd68	3	6	6	1.0
Cd69	3	7	15	2.142857142857143
Cd7	3	13	16	1.2307692307692308
Cd70	3	4	13	3.25
Cd72	3	19	17	0.8947368421052632
Cd74	3	11	3	0.2727272727272727
Cd79a	3	0	0	NA
Cd79b	3	11	4	0.36363636363636365
Cd80	3	5	9	1.8
Cd81	3	0	0	NA
Cd82	3	12	23	1.9166666666666667
Cd83	3	12	13	1.0833333333333333
Cd84	3	14	11	0.7857142857142857
Cd86	3	4	6	1.5
Cd8a	3	5	14	2.8
Cd8b1	3	16	15	0.9375
Cd9	3	11	10	0.9090909090909091
Cd93	3	11	17	1.5454545454545454
Cd96	3	8	9	1.125
Cd99l2	3	3	6	2.0
Cda	3	16	17	1.0625
Cdadc1	3	9	3	0.3333333333333333
Cdan1	3	3	9	3.0
Cdc123	1	1	2	2.0
Cdc14a	3	7	8	1.1428571428571428
Cdc14b	3	4	7	1.75
Cdc16	3	12	17	1.4166666666666667
Cdc20	3	21	19	0.9047619047619048
Cdc20b	3	9	7	0.7777777777777778
Cdc23	3	8	11	1.375
Cdc25a	3	11	14	1.2727272727272727
Cdc25b	3	5	8	1.6
Cdc25c	3	3	7	2.3333333333333335
Cdc26	3	52	18	0.34615384615384615
Cdc27	3	8	13	1.625
Cdc34	3	12	8	0.6666666666666666
Cdc37	3	8	9	1.125
Cdc37l1	3	2	14	7.0
Cdc40	3	6	8	1.3333333333333333
Cdc42	3	4	11	2.75
Cdc42bpa	3	3	3	1.0
Cdc42bpb	3	14	13	0.9285714285714286
Cdc42bpg	3	8	28	3.5
Cdc42ep1	3	18	17	0.9444444444444444
Cdc42ep2	3	27	15	0.5555555555555556
Cdc42ep3	3	9	7	0.7777777777777778
Cdc42ep4	3	19	12	0.631578947368421
Cdc42ep5	3	13	15	1.1538461538461537
Cdc42se1	3	7	4	0.5714285714285714
Cdc42se2	3	7	13	1.8571428571428572
Cdc45	3	7	6	0.8571428571428571
Cdc5l	3	12	11	0.9166666666666666
Cdc6	3	2	10	5.0
Cdc7	3	23	22	0.9565217391304348
Cdc73	3	2	6	3.0
Cdca2	3	20	20	1.0
Cdca3	2	6	6	1.0
Cdca4	3	1	2	2.0
Cdca5	2	6	12	2.0
Cdca7	3	8	8	1.0
Cdca7l	3	11	10	0.9090909090909091
Cdca8	3	13	10	0.7692307692307693
Cdcp1	3	16	15	0.9375
Cdcp2	3	10	5	0.5
Cdcp3	3	17	17	1.0
Cdh1	3	3	4	1.3333333333333333
Cdh10	3	1	6	6.0
Cdh11	3	4	7	1.75
Cdh12	3	2	9	4.5
Cdh13	3	15	9	0.6
Cdh15	3	14	8	0.5714285714285714
Cdh16	3	5	4	0.8
Cdh17	3	9	13	1.4444444444444444
Cdh18	3	8	3	0.375
Cdh19	3	1	4	4.0
Cdh2	3	7	12	1.7142857142857142
Cdh20	3	8	17	2.125
Cdh22	3	24	11	0.4583333333333333
Cdh23	3	14	14	1.0
Cdh24	3	8	8	1.0
Cdh26	3	10	27	2.7
Cdh3	3	10	7	0.7
Cdh4	3	16	13	0.8125
Cdh5	3	15	10	0.6666666666666666
Cdh6	3	11	11	1.0
Cdh7	3	1	21	21.0
Cdh8	3	0	4	NA
Cdh9	3	1	4	4.0
Cdhr1	3	0	13	NA
Cdhr2	3	17	5	0.29411764705882354
Cdhr3	3	11	17	1.5454545454545454
Cdhr5	3	0	0	NA
Cdip1	3	10	7	0.7
Cdipt	1	3	4	1.3333333333333333
Cdiptos	3	4	13	3.25
Cdk1	3	8	7	0.875
Cdk10	3	13	18	1.3846153846153846
Cdk11b	1	2	0	0.0
Cdk12	3	2	5	2.5
Cdk13	3	0	0	NA
Cdk14	3	11	5	0.45454545454545453
Cdk15	3	16	11	0.6875
Cdk16	3	0	1	NA
Cdk17	3	5	14	2.8
Cdk18	3	21	12	0.5714285714285714
Cdk19	3	7	14	2.0
Cdk2	3	4	3	0.75
Cdk20	3	3	11	3.6666666666666665
Cdk2ap1	3	13	12	0.9230769230769231
Cdk2ap2	3	13	12	0.9230769230769231
Cdk3	3	6	13	2.1666666666666665
Cdk4	3	17	13	0.7647058823529411
Cdk5	3	7	7	1.0
Cdk5r1	3	11	11	1.0
Cdk5r2	3	17	11	0.6470588235294118
Cdk5rap1	3	8	9	1.125
Cdk5rap2	3	1	0	0.0
Cdk5rap3	3	12	5	0.4166666666666667
Cdk6	3	11	28	2.5454545454545454
Cdk7	3	4	2	0.5
Cdk8	3	7	8	1.1428571428571428
Cdk9	3	16	14	0.875
Cdkal1	3	6	19	3.1666666666666665
Cdkl1	1	1	1	1.0
Cdkl2	3	3	15	5.0
Cdkl3	3	7	8	1.1428571428571428
Cdkl4	3	3	13	4.333333333333333
Cdkl5	3	3	15	5.0
Cdkn1a	3	9	7	0.7777777777777778
Cdkn1b	3	4	1	0.25
Cdkn1c	3	0	0	NA
Cdkn2a	3	5	8	1.6
Cdkn2aip	3	11	13	1.1818181818181819
Cdkn2aipnl	3	16	17	1.0625
Cdkn2b	3	7	11	1.5714285714285714
Cdkn2c	3	3	6	2.0
Cdkn2d	3	5	9	1.8
Cdkn3	3	5	7	1.4
Cdnf	1	2	0	0.0
Cdo1	3	1	0	0.0
Cdon	3	21	31	1.4761904761904763
Cdpf1	3	29	13	0.4482758620689655
Cdr1	3	2	1	0.5
Cdr1os	3	0	1	NA
Cdr2	3	6	10	1.6666666666666667
Cdr2l	3	8	15	1.875
Cdrt4	3	8	12	1.5
Cdrt4os1	3	17	17	1.0
Cds1	3	10	3	0.3
Cds2	3	10	18	1.8
Cdsn	3	0	3	NA
Cdt1	3	36	14	0.3888888888888889
Cdv3	3	5	4	0.8
Cdx1	3	30	51	1.7
Cdx2	3	4	2	0.5
Cdx4	3	2	0	0.0
Cdyl	3	5	18	3.6
Cdyl2	3	14	8	0.5714285714285714
Ceacam-ps1	3	5	14	2.8
Ceacam1	3	2	4	2.0
Ceacam10	3	13	7	0.5384615384615384
Ceacam11	3	15	8	0.5333333333333333
Ceacam12	3	54	10	0.18518518518518517
Ceacam13	3	19	5	0.2631578947368421
Ceacam14	3	6	13	2.1666666666666665
Ceacam15	3	4	10	2.5
Ceacam16	3	0	0	NA
Ceacam18	3	8	6	0.75
Ceacam19	3	0	0	NA
Ceacam2	3	0	3	NA
Ceacam20	3	0	0	NA
Ceacam3	3	3	4	1.3333333333333333
Ceacam5	3	5	8	1.6
Ceacam9	3	1	6	6.0
Cebpa	3	8	8	1.0
